Clabel,conductor,ainvs,rank,torsion
332517c1,332517,"[1,1,1,-122,470]",3,1
332686a1,332686,"[1,-1,0,-6764,221904]",3,1
332709a1,332709,"[0,-1,1,-59714,5636354]",3,1
332759a1,332759,"[1,0,0,-2941,60402]",3,1
332766u1,332766,"[1,-1,1,-33602,2200385]",3,2
332766u2,332766,"[1,-1,1,-114242,-12314815]",3,2
332780c1,332780,"[0,1,0,-225,1000]",3,1
332842b1,332842,"[1,1,0,-64,236]",3,1
332992b1,332992,"[0,0,0,-220,1936]",3,1
333019a1,333019,"[1,-1,1,-54,162]",3,1
333032a1,333032,"[0,1,0,-1072,15549]",3,1
333111a1,333111,"[0,1,1,-2650,65770]",3,1
333111b1,333111,"[0,1,1,16986726,30857100518]",3,1
333111c1,333111,"[0,1,1,-344,2396]",3,1
333210e1,333210,"[1,1,1,1914,145539]",3,1
333222c1,333222,"[1,0,1,-63362,6138776]",3,1
333225d1,333225,"[1,-1,1,1345,-4678]",3,1
333309a1,333309,"[1,1,1,-483,3882]",3,1
333322b1,333322,"[1,-1,1,-2898,60753]",3,1
333322c1,333322,"[1,1,1,-28782,-1186133]",3,1
333331a1,333331,"[0,1,1,-317,2070]",3,1
333339a1,333339,"[1,0,0,-3002,81519]",3,1
333350p1,333350,"[1,0,0,-45213,3706417]",3,1
333399a1,333399,"[0,-1,1,-192,-100]",3,1
333399c1,333399,"[0,1,1,-24706,1472842]",3,1
333420a1,333420,"[0,-1,0,-501,4401]",3,1
333445b1,333445,"[1,-1,1,-132,15264]",3,1
333472c1,333472,"[0,0,0,-584,-976]",3,1
333552a1,333552,"[0,-1,0,-1200,16416]",3,1
333567a1,333567,"[0,0,1,-309,-1638]",3,1
333567h1,333567,"[0,0,1,-498,4277]",3,1
333684c1,333684,"[0,0,0,-1416,10865]",3,2
333684c2,333684,"[0,0,0,-19551,1051814]",3,2
333738c1,333738,"[1,-1,0,57,-1091]",3,1
333754a1,333754,"[1,0,1,-992,11934]",3,1
333783a1,333783,"[0,0,1,-219,-1170]",3,1
333792a1,333792,"[0,0,0,-117,5660]",3,2
333792a2,333792,"[0,0,0,-5532,157280]",3,2
333826d1,333826,"[1,-1,1,-444,639]",3,1
333928d1,333928,"[0,-1,0,-12636,550852]",3,1
334041a1,334041,"[0,1,1,-37338,2764586]",3,1
334047a1,334047,"[1,1,1,-5950,175166]",3,1
334112g1,334112,"[0,0,0,-17816,-796336]",3,1
334145a1,334145,"[0,-1,1,-1526,8982]",3,1
334145c1,334145,"[0,0,1,-598,5628]",3,1
334209a1,334209,"[0,-1,1,-124,594]",3,1
334232a1,334232,"[0,1,0,48,304]",3,1
334350b1,334350,"[1,-1,0,-11142,456516]",3,1
334374a1,334374,"[1,1,0,-192,960]",3,1
334374c1,334374,"[1,0,1,198,3016]",3,1
334486c1,334486,"[1,0,1,-359273,82856620]",3,1
334496a1,334496,"[0,1,0,15,319]",3,1
334532a1,334532,"[0,0,0,-631,6574]",3,1
334704i1,334704,"[0,1,0,-4432,99284]",3,1
334710i1,334710,"[1,-1,0,-13554,614628]",3,1
334731a1,334731,"[1,0,0,-67582,6756401]",3,1
334774b1,334774,"[1,0,0,-189,1009]",3,1
334806a1,334806,"[1,0,1,-273,1672]",3,1
334836a1,334836,"[0,0,0,-2397,45245]",3,1
334894b1,334894,"[1,-1,1,-27234,1748577]",3,1
334904a1,334904,"[0,0,0,13,35]",3,1
334914c1,334914,"[1,1,1,-124,605]",3,1
335005a1,335005,"[1,1,1,-31,78]",3,1
335038a1,335038,"[1,-1,0,-472,5932]",3,1
335038b1,335038,"[1,1,0,11214,865204]",3,1
335100a1,335100,"[0,-1,0,-233,1362]",3,1
335184o1,335184,"[0,1,0,-2632,50756]",3,1
335235a1,335235,"[0,-1,1,-106,306]",3,1
335573a1,335573,"[1,0,0,-126,529]",3,1
335606a1,335606,"[1,1,1,-197,1995]",3,1
335688a1,335688,"[0,-1,0,-339,2520]",3,1
335744a1,335744,"[0,1,0,-77,2059]",3,1
335776a1,335776,"[0,0,0,-556,5056]",3,1
335776d1,335776,"[0,-1,0,-41105,3309601]",3,1
335823b1,335823,"[0,-1,1,-707,-6193]",3,1
335862m1,335862,"[1,-1,1,-137,585]",3,1
335967b1,335967,"[0,-1,1,-4651,123408]",3,1
336063f1,336063,"[0,-1,1,-229,1419]",3,1
336099a1,336099,"[0,-1,1,-90,332]",3,1
336128e1,336128,"[0,-1,0,-4267,108719]",3,1
336207a1,336207,"[1,0,0,-2527,48686]",3,1
336222a1,336222,"[1,-1,0,-468,8464]",3,1
336245a1,336245,"[0,1,1,104,7760]",3,1
336335b1,336335,"[1,0,0,-1956,37811]",3,1
336413b1,336413,"[0,-1,1,-551922,158324010]",3,1
336478a1,336478,"[1,-1,0,17,25]",3,1
336479a1,336479,"[0,-1,1,-342,2550]",3,1
336492a1,336492,"[0,0,0,-309,1901]",3,1
336492c1,336492,"[0,0,0,-14673,-522871]",3,1
336497a1,336497,"[1,0,0,-112,441]",3,1
336498h1,336498,"[1,1,1,-387,5217]",3,1
336517a1,336517,"[1,1,1,-69,190]",3,1
336699b1,336699,"[1,-1,1,-6866,220682]",3,1
336704a1,336704,"[0,1,0,-77,211]",3,1
336744a1,336744,"[0,0,0,-16092,785700]",3,1
336745a1,336745,"[1,-1,1,-897,-9504]",3,1
336822a1,336822,"[1,1,0,-881,1749]",3,2
336822a2,336822,"[1,1,0,3439,18165]",3,2
336897a1,336897,"[0,0,1,-69,380]",3,1
336922d1,336922,"[1,0,0,-7272,238144]",3,1
336983a1,336983,"[1,0,0,-48,121]",3,1
337061a1,337061,"[1,-1,1,-5578,154700]",3,1
337086a1,337086,"[1,-1,0,9,2461]",3,1
337086b1,337086,"[1,-1,0,-10710,429304]",3,1
337100b1,337100,"[0,0,0,-5,125]",3,1
337180c1,337180,"[0,-1,0,-27205,1736150]",3,1
337237a1,337237,"[1,1,0,-21,676]",3,1
337239a1,337239,"[1,-1,1,79,182]",3,1
337284a1,337284,"[0,0,0,-81,225]",3,1
337364b1,337364,"[0,-1,0,-8020,-180664]",3,1
337395a1,337395,"[0,-1,1,-186,-754]",3,1
337482a1,337482,"[1,-1,0,-3048,65600]",3,1
337536d1,337536,"[0,0,0,-516,-2864]",3,1
337578a1,337578,"[1,0,1,-819,8938]",3,1
337600b1,337600,"[0,0,0,-22300,1282000]",3,1
337600ba1,337600,"[0,-1,0,47,977]",3,1
337600bf1,337600,"[0,-1,0,-313,2297]",3,1
337617a1,337617,"[0,0,1,-531,4420]",3,1
337645a1,337645,"[0,1,1,-3696,85860]",3,1
337683b1,337683,"[1,1,1,-311,1982]",3,1
337728b1,337728,"[0,-1,0,-57,441]",3,1
337728bc1,337728,"[0,1,0,-17,2319]",3,1
337776g1,337776,"[0,1,0,-25224,1755252]",3,1
337821b1,337821,"[0,-1,1,-192565,32605707]",3,1
337886a1,337886,"[1,-1,1,-141,-75]",3,1
337898a1,337898,"[1,-1,1,-5109,130317]",3,1
337938h1,337938,"[1,0,0,-2997,6561]",3,1
337942a1,337942,"[1,1,1,43,315]",3,1
337952a1,337952,"[0,-1,0,118,-236]",3,1
337990e1,337990,"[1,1,0,-2547,64009]",3,1
338032a1,338032,"[0,-1,0,2160,-48704]",3,1
338070b1,338070,"[1,1,0,633,4869]",3,1
338136h1,338136,"[0,1,0,-334084,74036480]",3,2
338136h2,338136,"[0,1,0,-202864,132928016]",3,2
338146a1,338146,"[1,-1,0,38,-140]",3,1
338146b1,338146,"[1,1,0,-1267,16865]",3,1
338175a1,338175,"[1,-1,1,160,-1538]",3,1
338282a1,338282,"[1,0,1,-18,2]",3,1
338328a1,338328,"[0,0,0,1977,40426]",3,1
338358b1,338358,"[1,0,1,-428,3422]",3,1
338424a1,338424,"[0,-1,0,-38512,2921869]",3,1
338440a1,338440,"[0,1,0,-200,-527]",3,1
338478a1,338478,"[1,1,0,-714,7056]",3,1
338509a1,338509,"[0,-1,1,66,276]",3,1
338575a1,338575,"[0,0,1,-1075,13656]",3,1
338600a1,338600,"[0,0,0,-2050,35725]",3,1
338600c1,338600,"[0,-1,0,-83,-188]",3,1
338600d1,338600,"[0,-1,0,-2708,51412]",3,1
338706d1,338706,"[1,-1,0,-129,1661]",3,1
338718d1,338718,"[1,1,1,-70,1091]",3,1
338728d1,338728,"[0,0,0,-38,81]",3,1
338769a1,338769,"[1,-1,1,31,42]",3,1
338782c1,338782,"[1,-1,1,891,17277]",3,1
338840a1,338840,"[0,0,0,-247,739]",3,1
338856a1,338856,"[0,-1,0,-644,6468]",3,2
338856a2,338856,"[0,-1,0,-224,14364]",3,2
338864a1,338864,"[0,0,0,-91,106]",3,1
338910c1,338910,"[1,1,0,-5228,144732]",3,2
338910c2,338910,"[1,1,0,-83878,9315322]",3,2
338919a1,338919,"[0,1,1,-162,830]",3,1
338932a1,338932,"[0,0,0,-37,205]",3,1
338938a1,338938,"[1,1,1,281,21021]",3,1
338982f1,338982,"[1,0,1,-2133,37972]",3,1
338990b1,338990,"[1,-1,1,-453,3837]",3,1
339063a1,339063,"[0,-1,1,-32,62]",3,1
339216a1,339216,"[0,-1,0,-33792,2451456]",3,1
339298a1,339298,"[1,-1,1,42,1253]",3,1
339325a1,339325,"[0,0,1,-1225,15006]",3,1
339328g1,339328,"[0,1,0,33,121]",3,1
339342c1,339342,"[1,0,1,-97039,11626370]",3,1
339517a1,339517,"[0,0,1,-40,93]",3,1
339640a1,339640,"[0,0,0,-388,2788]",3,1
339678a1,339678,"[1,-1,0,-543,5009]",3,1
339678b1,339678,"[1,-1,0,297,-1571]",3,1
339762b1,339762,"[1,1,0,17,289]",3,1
339815a1,339815,"[0,0,1,-10297,1773420]",3,1
339888w1,339888,"[0,1,0,-2144,36036]",3,2
339888w2,339888,"[0,1,0,1096,138420]",3,2
339912a1,339912,"[0,0,0,-876,12436]",3,1
339977a1,339977,"[0,0,1,-697,4206]",3,1
340014d1,340014,"[1,1,1,-7897,266855]",3,1
340150a1,340150,"[1,0,1,-376,-2352]",3,1
340150g1,340150,"[1,0,0,-608,5632]",3,1
340211a1,340211,"[1,1,1,-515,4284]",3,1
340296b1,340296,"[0,1,0,-2025,37179]",3,1
340365c1,340365,"[0,1,1,-556,5656]",3,1
340416b1,340416,"[0,0,0,-84,736]",3,1
340433b1,340433,"[1,1,1,-441,-3718]",3,1
340451a1,340451,"[1,0,0,-21,-26]",3,1
340485a1,340485,"[0,-1,1,-156,812]",3,1
340678a1,340678,"[1,0,0,-625,9321]",3,1
340688b1,340688,"[0,1,0,-208,660]",3,1
341100a1,341100,"[0,0,0,-4200,104625]",3,1
341117a1,341117,"[0,0,1,86,420]",3,1
341185b1,341185,"[1,0,0,-131,520]",3,2
341185b2,341185,"[1,0,0,-456,-3185]",3,2
341185c1,341185,"[1,-1,1,-88,242]",3,2
341185c2,341185,"[1,-1,1,237,1412]",3,2
341271a1,341271,"[1,-1,1,-6179,188304]",3,1
341280a1,341280,"[0,0,0,-588,5888]",3,1
341431a1,341431,"[1,0,0,-29,64]",3,1
341481a1,341481,"[0,-1,1,-800,9302]",3,1
341591a1,341591,"[0,1,1,54,12]",3,1
341757a1,341757,"[1,-1,1,-146,432]",3,2
341757a2,341757,"[1,-1,1,-2051,36246]",3,2
341799a1,341799,"[0,-1,1,-134,-364]",3,1
341799b1,341799,"[0,-1,1,-1305,18587]",3,1
341925a1,341925,"[0,-1,1,-2008,35418]",3,1
342012d1,342012,"[0,1,0,-3762,88209]",3,1
342050d1,342050,"[1,-1,1,-8700,315327]",3,1
342091b1,342091,"[0,0,1,-1762,28536]",3,1
342139c1,342139,"[0,0,1,-40,-63]",3,1
342144a1,342144,"[0,0,0,-324,144]",3,1
342262a1,342262,"[1,-1,0,-13,85]",3,1
342359a1,342359,"[1,0,0,-317,2146]",3,1
342376a1,342376,"[0,0,0,-92,-300]",3,1
342400a1,342400,"[0,0,0,-1300,22000]",3,1
342495a1,342495,"[0,0,1,9477,2110934]",3,1
342498f1,342498,"[1,1,1,-1665,22911]",3,1
342592b1,342592,"[0,1,0,-2529,48127]",3,1
342592c1,342592,"[0,1,0,127,1759]",3,1
342726c1,342726,"[1,0,1,-115,770]",3,1
342726c2,342726,"[1,0,1,-10870,435272]",3,1
342858a1,342858,"[1,0,1,-222,1300]",3,1
342866a1,342866,"[1,0,0,-754,7044]",3,1
342910a1,342910,"[1,-1,0,-274,2080]",3,1
342910b1,342910,"[1,1,0,-10193,-602027]",3,1
343088c1,343088,"[0,1,0,-6839,220520]",3,1
343098bh1,343098,"[1,-1,1,-8462,279325]",3,1
343101a1,343101,"[0,-1,1,-52,29412]",3,1
343104b1,343104,"[0,-1,0,-305,2001]",3,1
343142a1,343142,"[1,-1,1,-651,6555]",3,1
343216d1,343216,"[0,0,0,-3529,80691]",3,1
343226e1,343226,"[1,-1,1,-1726,243277]",3,1
343260a1,343260,"[0,0,0,-183,7918]",3,1
343291a1,343291,"[0,1,1,-312,5112]",3,1
343296q1,343296,"[0,0,0,-78,256]",3,1
343299a1,343299,"[0,-1,1,-25688862,50123295902]",3,1
343382a1,343382,"[1,1,0,-5906,178264]",3,1
343385a1,343385,"[0,1,1,14,170]",3,1
343386b1,343386,"[1,-1,1,-1436,21471]",3,1
343448c1,343448,"[0,-1,0,-540,4996]",3,1
343452a1,343452,"[0,-1,0,-157,-599]",3,1
343574a1,343574,"[1,1,0,1138,17140]",3,1
343614b1,343614,"[1,0,1,-2473,46112]",3,1
343623b1,343623,"[1,0,0,143,146]",3,1
343828a1,343828,"[0,-1,0,-69,238]",3,1
343880a1,343880,"[0,1,0,-940,6288]",3,1
343880c1,343880,"[0,0,0,-38,13]",3,1
343887a1,343887,"[1,1,1,-31,32]",3,1
343904a1,343904,"[0,0,0,-652,6400]",3,1
343904b1,343904,"[0,-1,0,-2289,17665]",3,1
343957a1,343957,"[0,0,1,169,-2378]",3,1
343957b1,343957,"[1,-1,0,-10048,386671]",3,1
343966a1,343966,"[1,0,1,-318,932]",3,1
344003b1,344003,"[1,-1,0,401,-1556]",3,1
344005a1,344005,"[1,0,0,-186,3391]",3,1
344061a1,344061,"[0,0,1,-39,40]",3,1
344079b1,344079,"[1,-1,1,-35,70]",3,1
344091a1,344091,"[1,0,0,-364,8009]",3,1
344137a1,344137,"[1,-1,1,-1929,24084]",3,1
344214a1,344214,"[1,-1,0,-42876,3442468]",3,1
344214c1,344214,"[1,-1,0,-360,3712]",3,1
344282a1,344282,"[1,-1,1,-246,1797]",3,1
344302g1,344302,"[1,-1,1,-2676,50391]",3,1
344322b1,344322,"[1,-1,0,-153,7645]",3,2
344322b2,344322,"[1,-1,0,-6813,216769]",3,2
344380b1,344380,"[0,1,0,-10790,408025]",3,1
344411a1,344411,"[1,-1,1,-9,-28]",3,1
344416a1,344416,"[0,-1,0,-582,5596]",3,1
344475b1,344475,"[1,-1,1,-3380,80372]",3,1
344496a1,344496,"[0,-1,0,-192,2016]",3,1
344496d1,344496,"[0,-1,0,24,3312]",3,1
344736g1,344736,"[0,0,0,-10764,429984]",3,1
344796c1,344796,"[0,1,0,-585,5184]",3,1
344813a1,344813,"[1,-1,1,-6306,194310]",3,1
344850c1,344850,"[1,1,0,37750,2476500]",3,2
344850c2,344850,"[1,1,0,-204250,22562500]",3,4
344850c3,344850,"[1,1,0,-2926750,1925590000]",3,2
344850c4,344850,"[1,1,0,-1353750,-590121000]",3,2
344852a1,344852,"[0,0,0,65,102]",3,1
344864a1,344864,"[0,1,0,-72,184]",3,1
344926a1,344926,"[1,0,1,-398,-2988]",3,1
344955b1,344955,"[1,1,1,-59915,5619872]",3,2
344955b2,344955,"[1,1,1,-60320,5539520]",3,4
344955b3,344955,"[1,1,1,12805,18204770]",3,4
344955b4,344955,"[1,1,1,-139925,-12260158]",3,2
344987a1,344987,"[0,-1,1,-1038,13224]",3,1
345016b1,345016,"[0,1,0,-4977,133459]",3,1
345045c1,345045,"[1,0,0,-171,-810]",3,1
345216c1,345216,"[0,-1,0,-2457,47721]",3,1
345288c1,345288,"[0,1,0,-1705,34619]",3,1
345291a1,345291,"[1,1,1,-10480,408956]",3,1
345304a1,345304,"[0,1,0,-137,859]",3,1
345366b1,345366,"[1,-1,0,-9639,370489]",3,1
345366c1,345366,"[1,-1,0,-558,6804]",3,1
345386a1,345386,"[1,0,1,-100,570]",3,1
345528a1,345528,"[0,0,0,-732,1460]",3,1
345566b1,345566,"[1,0,0,-165,1]",3,1
345729a1,345729,"[0,-1,1,-492,4412]",3,1
345856c1,345856,"[0,1,0,-519,4381]",3,2
345856c2,345856,"[0,1,0,-589,3051]",3,2
345898a1,345898,"[1,-1,0,-82,532]",3,1
345928a1,345928,"[0,1,0,-49,531]",3,1
346017a1,346017,"[0,-1,1,-50,62]",3,1
346017c1,346017,"[0,-1,1,-298408,62841084]",3,1
346040b1,346040,"[0,-1,0,-2420,136900]",3,1
346091a1,346091,"[0,-1,1,6,-30]",3,1
346091b1,346091,"[0,-1,1,-2869,60115]",3,1
346155a1,346155,"[0,-1,1,-490,3318]",3,1
346160a1,346160,"[0,0,0,-11323,463978]",3,1
346160c1,346160,"[0,-1,0,-1376,21376]",3,1
346164a1,346164,"[0,-1,0,-27970,1862161]",3,1
346164c1,346164,"[0,-1,0,-14,105]",3,1
346176a1,346176,"[0,0,0,-5964,177264]",3,1
346176b1,346176,"[0,0,0,-2604,41456]",3,1
346178a1,346178,"[1,0,1,-18,212]",3,1
346311a1,346311,"[1,-1,1,-258773,50765640]",3,1
346465a1,346465,"[1,-1,1,-34302,2453904]",3,1
346472a1,346472,"[0,0,0,-3412,76900]",3,1
346557a1,346557,"[1,1,1,-31,-58]",3,1
346664a1,346664,"[0,0,0,-436,-2204]",3,1
346746c1,346746,"[1,1,1,-1629,2355]",3,1
346778c1,346778,"[1,-1,1,-36,-9]",3,1
346801a1,346801,"[0,1,1,-222,1230]",3,1
346898a1,346898,"[1,-1,0,-29,29]",3,1
346898b1,346898,"[1,0,0,-4139,-99407]",3,1
346958a1,346958,"[1,-1,0,-43,85]",3,1
346982a1,346982,"[1,0,1,-65,372]",3,1
347016a1,347016,"[0,-1,0,-92,189]",3,1
347106q1,347106,"[1,1,1,-51934,3607835]",3,2
347106q2,347106,"[1,1,1,-264414,-49257189]",3,2
347113a1,347113,"[0,-1,1,-42,42]",3,1
347157b1,347157,"[0,0,1,-1389,17532]",3,1
347184f1,347184,"[0,0,0,-2568,50924]",3,1
347185c1,347185,"[0,1,1,-2305,41834]",3,1
347212b1,347212,"[0,0,0,103,185]",3,1
347232g1,347232,"[0,1,0,-5217,120591]",3,1
347301a1,347301,"[1,-1,1,-10559,1277614]",3,1
347328a1,347328,"[0,0,0,-252,-720]",3,1
347334d1,347334,"[1,0,1,-200902,34617800]",3,2
347334d2,347334,"[1,0,1,-157162,50119256]",3,2
347345b1,347345,"[0,1,1,-2241,40101]",3,1
347382a1,347382,"[1,-1,0,-13518,608404]",3,1
347385a1,347385,"[0,-1,1,-331,1806]",3,1
347426a1,347426,"[1,1,0,-382,2720]",3,1
347452a1,347452,"[0,0,0,-241,985]",3,1
347461a1,347461,"[1,-1,1,48,30]",3,1
347485a1,347485,"[1,1,1,-250,1242]",3,1
347700e1,347700,"[0,-1,0,-4733,126462]",3,2
347700e2,347700,"[0,-1,0,-7108,-11288]",3,2
347702a1,347702,"[1,1,0,-3999,95689]",3,1
347792a1,347792,"[0,1,0,-44,-20]",3,1
347792f1,347792,"[0,0,0,-47,-50]",3,1
347870b1,347870,"[1,-1,0,-590,-4844]",3,2
347870b2,347870,"[1,-1,0,-9190,-336804]",3,2
347884a1,347884,"[0,1,0,-37,231]",3,1
347913f1,347913,"[0,0,1,-114,380]",3,1
347937b1,347937,"[0,1,1,13,50]",3,1
348090a1,348090,"[1,1,0,-148,652]",3,1
348140a1,348140,"[0,-1,0,-5126,141985]",3,1
348190a1,348190,"[1,1,0,-367,3221]",3,1
348198b1,348198,"[1,0,1,-160,842]",3,1
348202a1,348202,"[1,0,1,-75,182]",3,1
348216e1,348216,"[0,1,0,-3740,75504]",3,1
348240e1,348240,"[0,-1,0,-2760,57600]",3,1
348294a1,348294,"[1,1,0,-1784,28224]",3,1
348342e1,348342,"[1,0,1,-1432,-2584]",3,1
348342g1,348342,"[1,0,0,-5125,139841]",3,1
348378a1,348378,"[1,1,0,-1956,49104]",3,1
348397a1,348397,"[0,-1,1,-49588,4267600]",3,1
348426a1,348426,"[1,-1,0,-234,2704]",3,1
348443a1,348443,"[0,0,1,-31,72]",3,1
348514b1,348514,"[1,0,0,-361,2649]",3,1
348544a1,348544,"[0,1,0,23,231]",3,1
348555a1,348555,"[0,-1,1,-760,28248]",3,1
348585a1,348585,"[1,0,0,-28356,1835145]",3,1
348608a1,348608,"[0,0,0,68,400]",3,1
348608f1,348608,"[0,-1,0,-4529,141745]",3,1
348688a1,348688,"[0,0,0,-787,13810]",3,1
348910d1,348910,"[1,-1,0,-575,4761]",3,2
348910d2,348910,"[1,-1,0,-2425,-40749]",3,2
348939a1,348939,"[1,-1,1,-38,280]",3,1
348958a1,348958,"[1,1,0,-258,1156]",3,1
348969a1,348969,"[1,0,0,-38918,2951895]",3,1
349018a1,349018,"[1,1,1,-93,-365]",3,1
349024b1,349024,"[0,0,0,-1244,7616]",3,1
349026a1,349026,"[1,1,0,-322,-2180]",3,1
349026c1,349026,"[1,1,1,-1784,28217]",3,1
349066a1,349066,"[1,-1,0,-148,736]",3,1
349181a1,349181,"[0,0,1,-187,1116]",3,1
349346a1,349346,"[1,1,0,-62,160]",3,1
349386c1,349386,"[1,0,0,-2850,64836]",3,1
349398c1,349398,"[1,-1,0,972,19840]",3,2
349398c2,349398,"[1,-1,0,-7848,222700]",3,4
349398c3,349398,"[1,-1,0,-119358,15901006]",3,2
349398c4,349398,"[1,-1,0,-37458,-2578406]",3,2
349421b1,349421,"[0,1,1,-51,-156]",3,1
349503b1,349503,"[0,1,1,-2870,64430]",3,1
349554e1,349554,"[1,0,1,-88137,11937484]",3,1
349612a1,349612,"[0,1,0,-69,295]",3,1
349622e1,349622,"[1,0,0,-28900,1706256]",3,2
349622e2,349622,"[1,0,0,37660,8428816]",3,2
349633a1,349633,"[1,0,0,-11,-188]",3,1
349633b1,349633,"[0,1,1,-3250090,2254148825]",3,1
349636a1,349636,"[0,1,0,-70,249]",3,1
349695b1,349695,"[0,0,1,-18,-2402]",3,1
349725b1,349725,"[1,1,1,-73,-244]",3,1
349885a1,349885,"[0,-1,1,-341,2631]",3,1
349912a1,349912,"[0,-1,0,-167,676]",3,1
349954a1,349954,"[1,-1,0,-653,8869]",3,1
350010a1,350010,"[1,-1,0,-30,176]",3,1
350050b1,350050,"[1,-1,0,-212,1296]",3,1
350108b1,350108,"[0,0,0,-71,-34]",3,1
350110b1,350110,"[1,-1,0,-6170,191096]",3,1
350315c1,350315,"[1,0,0,-81,520]",3,1
350382a1,350382,"[1,1,0,-4327,107665]",3,1
350496c1,350496,"[0,0,0,-129,844]",3,1
350506a1,350506,"[1,0,1,-212,210]",3,2
350506a2,350506,"[1,0,1,828,1874]",3,2
350626a1,350626,"[1,0,0,-576,5632]",3,1
350640a1,350640,"[0,0,0,-1443,17858]",3,1
350772c1,350772,"[0,1,0,-6785,212424]",3,1
350847a1,350847,"[0,0,1,3039,36400]",3,1
350901c1,350901,"[0,0,1,-8184,-192438]",3,1
351052b1,351052,"[0,-1,0,-172,344]",3,1
351070a1,351070,"[1,1,0,-53,-143]",3,1
351080a1,351080,"[0,0,0,92,2932]",3,1
351115a1,351115,"[0,1,1,150,156]",3,1
351124a1,351124,"[0,0,0,-28,1]",3,1
351142b1,351142,"[1,1,0,-79,-271]",3,1
351246a1,351246,"[1,1,0,-357,2205]",3,1
351290c1,351290,"[1,0,0,-1170,14212]",3,1
351320a1,351320,"[0,1,0,100,4048]",3,1
351350a1,351350,"[1,0,1,-201,1148]",3,1
351366a1,351366,"[1,1,0,-29,81]",3,1
351370a1,351370,"[1,0,1,-7909,276432]",3,1
351536c1,351536,"[0,1,0,-4192,102996]",3,1
351571a1,351571,"[1,0,0,-99,484]",3,1
351578a1,351578,"[1,-1,0,-170,1304]",3,1
351615b1,351615,"[0,-1,1,-5070,139988]",3,1
351657a1,351657,"[0,0,1,-14241,654376]",3,1
351808m1,351808,"[0,-1,0,-585,5641]",3,1
351846b1,351846,"[1,-1,0,-1206,15876]",3,1
351870b1,351870,"[1,1,0,-5217,177669]",3,1
351888b1,351888,"[0,1,0,-1024,14996]",3,1
351942a1,351942,"[1,0,1,-9367,350330]",3,1
351978b1,351978,"[1,1,0,-876,9504]",3,1
352121a1,352121,"[0,0,1,-398677,96956226]",3,1
352215a1,352215,"[1,-1,1,-1028,-9044]",3,1
352251b1,352251,"[1,-1,1,25,0]",3,1
352253a1,352253,"[0,0,1,8,-159]",3,1
352294b1,352294,"[1,-1,1,33,135]",3,1
352394a1,352394,"[1,0,1,612,5402]",3,1
352464a1,352464,"[0,-1,0,-1904,32928]",3,1
352491a1,352491,"[1,0,0,-134,639]",3,1
352494f1,352494,"[1,-1,1,-1469,21637]",3,1
352521b1,352521,"[1,-1,1,19,-2324]",3,2
352521b2,352521,"[1,-1,1,-2516,-46940]",3,2
352546a1,352546,"[1,0,1,-46,6]",3,1
352675a1,352675,"[0,1,1,-508,4244]",3,1
352702a1,352702,"[1,-1,0,-29639668,62116736464]",3,1
352702d1,352702,"[1,-1,0,-58,5256]",3,1
352710b1,352710,"[1,-1,0,-810,2916]",3,1
352730a1,352730,"[1,-1,0,-1489,9373]",3,1
352862b1,352862,"[1,1,1,-506,3975]",3,1
352935b1,352935,"[1,-1,1,-2183,48606]",3,2
352935b2,352935,"[1,-1,1,-37058,2754906]",3,2
353006a1,353006,"[1,-1,1,-111,1911]",3,1
353141a1,353141,"[0,1,1,-192,840]",3,1
353247a1,353247,"[0,-1,1,-158,692]",3,1
353425b1,353425,"[0,0,1,-950,11156]",3,1
353526a1,353526,"[1,1,0,-618,5796]",3,1
353643a1,353643,"[0,1,1,-310,20860]",3,1
353648c1,353648,"[0,0,0,-403,2914]",3,1
353679a1,353679,"[1,1,1,-204,1002]",3,1
353934be1,353934,"[1,-1,1,-5297,139745]",3,1
353938a1,353938,"[1,-1,0,2,40]",3,1
353942a1,353942,"[1,1,0,-16,56]",3,1
353955c1,353955,"[0,-1,1,-1240,18756]",3,1
353968a1,353968,"[0,1,0,36,-68]",3,1
354008e1,354008,"[0,0,0,-751,7890]",3,2
354008e2,354008,"[0,0,0,-371,15870]",3,2
354010a1,354010,"[1,1,0,-4213,103517]",3,1
354068b1,354068,"[0,1,0,-66,-47]",3,1
354074a1,354074,"[1,-1,0,-1136,14958]",3,1
354120f1,354120,"[0,-1,0,-4265,122637]",3,1
354234c1,354234,"[1,0,1,-5745,169540]",3,1
354298a1,354298,"[1,1,0,-2221,39425]",3,1
354624r1,354624,"[0,1,0,-5009,134607]",3,1
354663a1,354663,"[0,0,1,-3072,71698]",3,1
354709a1,354709,"[0,0,1,-37,-82]",3,1
354752f1,354752,"[0,-1,0,-65,961]",3,1
354752k1,354752,"[0,-1,0,-8353,308513]",3,1
354752k2,354752,"[0,-1,0,43167,751585]",3,1
354800a1,354800,"[0,0,0,5,1450]",3,1
354830a1,354830,"[1,-1,0,-3379,304153]",3,1
354870b1,354870,"[1,-1,0,-1374,21968]",3,1
354984a1,354984,"[0,-1,0,28,1956]",3,1
354999a1,354999,"[1,1,1,19,1280]",3,1
355060a1,355060,"[0,-1,0,-1900,35000]",3,1
355089a1,355089,"[1,1,1,-12985,564086]",3,2
355089a2,355089,"[1,1,1,-12250,631706]",3,2
355152h1,355152,"[0,-1,0,-1584,24480]",3,1
355192a1,355192,"[0,1,0,-297,2059]",3,1
